Domain,TLD,Source_Count,Sources
ahmadh.abdallah,abdallah,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
bot.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
mail.persian-ir.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
kuddesignstudio.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510024322_default_185.132.125.83_ad.exchange.mail_153004.txt
ahmad.yehya,yehya,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
roula.asmar,asmar,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
boudy.bassila,bassila,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
pndsystem.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
mail.sakp.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
wlwmanifest.xml,xml,1,Malwares and Logs/ameen-alkhalij.com.log
ahmed.albariqi,albariqi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
majeed.khan,khan,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
massimo.zasa,zasa,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
o.saleh,saleh,2,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062016_default_85.184.233.219_ad.exchange.mail_340863.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073715_default_85.184.233.203_ad.exchange.mail_245488.txt
aslihan.tak,tak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
a.araci,araci,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
beytullah.yigit,yigit,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
ali.ajami,ajami,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
misra.gaurav,gaurav,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
pumpkinnet.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
banu.boyar,boyar,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
surana.neelesh,neelesh,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
yajuan.xu,xu,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
pascale.chaudon,chaudon,1,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt
fahri.yonluer,yonluer,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
almasri.khaled,khaled,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
rb.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509093808_default_192.116.238.153_ad.exchange.mail_786317.txt
info.xml,xml,1,Malwares and Logs/access.log
ozgur.tirpan,tirpan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
a.alsheyaty,alsheyaty,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
ahmed.siddiqui,siddiqui,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
fie.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
amshah.mohammad,mohammad,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
a.thyabi,thyabi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053414_default_37.224.113.215_ad.exchange.mail_711533.txt
localstart.jsp,jsp,1,Malwares and Logs/access.log
jquery.js,js,1,Malwares and Logs/access.log
c.zengin,zengin,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
faruk.calik,calik,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023930_default_85.105.162.211_ad.exchange.mail_395092.txt
al-dbiq.auto.sales,sales,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
n.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
ayse.ozer,ozer,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
webmail.casn-leb.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
amir.ind.eng,eng,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
ali.zeaiter,zeaiter,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
a.ariola,ariola,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
zbrub.aspx,aspx,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
arda.diker,diker,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
abdulaziz.alyami,alyami,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
sendgrid.json,json,1,Malwares and Logs/access.log
catering.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
env.production,production,1,Malwares and Logs/access.log
mail.wurth.com.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
n.mortada,mortada,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023842_default_185.125.149.35_ad.exchange.mail_029838.txt
abdulaziz.alfuraih,alfuraih,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
ayten.kaya,kaya,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
tahsilat.sefligi,sefligi,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
arzutaran.berber,berber,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
vageria.shikha,shikha,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
abdulkadir.celik,celik,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
ali.fakih,fakih,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
admin.sghdubai,sghdubai,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511085317_default_87.101.204.179_ad.exchange.mail_464449.txt
bugrahan.memisoglu,memisoglu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
config.ini,ini,1,Malwares and Logs/ameen-alkhalij.com.log
fares.antoun,antoun,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
sawant.bharti,bharti,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
mkwebmail.itg.com.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
carlos.bejjani,bejjani,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
mail.taf-inter.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/TR_Exchange_target.txt
ayse.bozkurt,bozkurt,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
werzx.aspx,aspx,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/TR_Exchange_target.txt
aws.hn,hn,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
webmail.fnbfinance.com.lb,lb,2,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv|Malwares and Logs/All_Proxy_Shell_Targets/LB/LB_Proxy_Shell_target.txt
rechard.etrata,etrata,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
christine.daher,daher,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
ex-1.rmecattaf.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
alpaslan.uzer,uzer,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
mail.arianatech.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
edgemail.wagonbar.org,org,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
mail.hampaco.org,org,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
a.aljaloud,aljaloud,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
webmail.fnb.com.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
ning.bao,bao,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
m.moanes,moanes,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153517_default_212.102.11.45_ad.exchange.mail_007734.txt
abukhorma.auto.sales,sales,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
herv.pdf,pdf,7,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0003-0004.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0009-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0005-0006.md
emrecan.akkaya,akkaya,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
exlibrisgroup.com,com,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0011-0012.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md
dalida.nahabedian,nahabedian,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
kyeol.ko,ko,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
mail.pcdco.org,org,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
ahrefs.com,com,1,Malwares and Logs/ameen-alkhalij.com.log
anil.uslu,uslu,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
a.aydemir,aydemir,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
can.tanyeri,tanyeri,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
ahmed.jabber,jabber,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
wei.ding,ding,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
mail.lufc.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
main.cgi,cgi,1,Malwares and Logs/access.log
start.html,html,1,Malwares and Logs/access.log
dr.abou,abou,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092625_default_194.126.18.155_ad.exchange.mail_825557.txt
bahriye.oguz,oguz,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
mail.aryalogistics.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
al-exch13.algorithm-lb.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
al-titi.acc,acc,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
dequan.xu,xu,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
doet.ir,ir,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/2d5b8da0d0719e6f8212497d7e34d5f1b1fa6776_All_target_report_20220508pdf/analysis_pages_0001-0002.md
namwon.baek,baek,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
indice.asp,asp,1,Malwares and Logs/access.log
conference.newstrending,newstrending,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/سرکار خانم امنه دهقانjpg_analysis.md
ghosh.koel,koel,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
menu.cfm,cfm,1,Malwares and Logs/access.log
technorexco.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013947_default_212.101.233.178_ad.exchange.mail_503530.txt
doctools.js,js,1,Malwares and Logs/access.log
chaeho.yeom,yeom,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
mail.kettaneh.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
aydan.kucuksengun,kucuksengun,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
vclass.local,local,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0036-0040.md
souraya.matar,matar,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
kyoomin.lee,lee,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
code1.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
censys.io,io,3,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/_گزارش عملکرد ماهانه بهمن ماه_REDACTEDpdf/analysis_pages_0003-0003.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/544bf4f9e5fdb4d35987b4c25f537213ce3c926a_گزارش عملکرد ماهانه  بهمن ما_REDACTEDpdf/analysis_pages_0005-0006.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/گزارش عملکرد ماهانه بهمن ماه کوروشpdf/analysis_pages_0003-0003.md
akram.azzam,azzam,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
ac.ir,ir,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/حنانه عزیزیjpg_analysis.md
israelhell.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/سرکار خانم طیبه خداوردیjpg_analysis.md
ds.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
tunnel.php,php,3,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/4d6bf3834e9afb8e3c3861bf2ad64a68d9c7d870_گزارش عملکرد ماهانه بهمن ماه_pdf/analysis_pages_0007-0008.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/گزارش عملکرد ماهانه بهمن ماه شایانpdf/analysis_pages_0007-0008.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/4d6bf3834e9afb8e3c3861bf2ad64a68d9c7d870_گزارش عملکرد ماهانه بهمن ماه_ 2pdf/analysis_pages_0007-0008.md
gmail.com,com,12,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511074154_default_37.99.148.54_ad.exchange.mail_029543.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053414_default_37.224.113.215_ad.exchange.mail_711533.txt|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/1403-05-23_MJD_DailyReportpdf/analysis_pages_0001-0002.md
ardan-ele.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509093808_default_192.116.238.153_ad.exchange.mail_786317.txt
a.malikova,malikova,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
mail.ace-intl.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
ergun.coban,coban,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
yr.kang,kang,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528052745_default_112.220.89.44_ad.exchange.mail_358740.txt
michel.yazbeck,yazbeck,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013947_default_212.101.233.178_ad.exchange.mail_503530.txt
fahrettin.babacan,babacan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
haeahndev.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528054928_default_121.166.56.171_ad.exchange.mail_669366.txt
user.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
innovahc.com,com,3,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511064255_default_77.240.91.154_ad.exchange.mail_768259.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511064327_default_77.240.91.155_ad.exchange.mail_118693.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062605_default_77.240.91.151_ad.exchange.mail_704039.txt
bestig.hr,hr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
z03.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
b.kucukkose,kucukkose,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
almila.tunc,tunc,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
haloindonesian.myftp.org,org,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0041-0045.md
